1.1
1.06
3.61
6.65
1.0
4.68
4.71
9.88
1.32
1.1
1.79
1.0
85.99
3.29
1.19
1.68
1.35
1.97
1.51
4.86
3.85
5.18
2.35
2.19
1.61
1.23
1.02
1.46
1.08
1.96
23.8
1.24
3.93
1.41
1.24
1.58
6.2
1.88
1.51
6.73
4.88
1.39
2.22
3.78
1.91
1.31
1.6
4.42
7.37
1.11
3.74
1.69
2.87
1.67
12.46
9.29
1.46
1.15
1.13
1.4
11.81
1.0
3.51
3.47
3.95
1.0
1.12
10.04
2.43
1.21
113.63
1.65
1.92
1.94
1.59
1.35
23.35
1.0
1.25
1.06
2.48
5.69
7.07
4.55
3.18
1.32
1.0
1.0
4.06
1.15
2.84
1.46
1.02
4.01
1.26
1.4
5.43
1.14
7.5
1.26


