1.1 1.06 3.61
1.06 3.61 6.65
3.61 6.65 1.0
6.65 1.0 4.68
1.0 4.68 4.71
4.68 4.71 9.88
4.71 9.88 1.32
9.88 1.32 1.1
1.32 1.1 1.79
1.1 1.79 1.0
1.79 1.0 85.99
1.0 85.99 3.29
85.99 3.29 1.19
3.29 1.19 1.68
1.19 1.68 1.35
1.68 1.35 1.97
1.35 1.97 1.51
1.97 1.51 4.86
1.51 4.86 3.85
4.86 3.85 5.18
3.85 5.18 2.35
5.18 2.35 2.19
2.35 2.19 1.61
2.19 1.61 1.23
1.61 1.23 1.02
1.23 1.02 1.46
1.02 1.46 1.08
1.46 1.08 1.96
1.08 1.96 23.8
1.96 23.8 1.24
23.8 1.24 3.93
1.24 3.93 1.41
3.93 1.41 1.24
1.41 1.24 1.58
1.24 1.58 6.2
1.58 6.2 1.88
6.2 1.88 1.51
1.88 1.51 6.73
1.51 6.73 4.88
6.73 4.88 1.39
4.88 1.39 2.22
1.39 2.22 3.78
2.22 3.78 1.91
3.78 1.91 1.31
1.91 1.31 1.6
1.31 1.6 4.42
1.6 4.42 7.37
4.42 7.37 1.11
7.37 1.11 3.74
1.11 3.74 1.69
3.74 1.69 2.87
1.69 2.87 1.67
2.87 1.67 12.46
1.67 12.46 9.29
12.46 9.29 1.46
9.29 1.46 1.15
1.46 1.15 1.13
1.15 1.13 1.4
1.13 1.4 11.81
1.4 11.81 1.0
11.81 1.0 3.51
1.0 3.51 3.47
3.51 3.47 3.95
3.47 3.95 1.0
3.95 1.0 1.12
1.0 1.12 10.04
1.12 10.04 2.43
10.04 2.43 1.21
2.43 1.21 113.63
1.21 113.63 1.65
113.63 1.65 1.92
1.65 1.92 1.94
1.92 1.94 1.59
1.94 1.59 1.35
1.59 1.35 23.35
1.35 23.35 1.0
23.35 1.0 1.25
1.0 1.25 1.06
1.25 1.06 2.48
1.06 2.48 5.69
2.48 5.69 7.07
5.69 7.07 4.55
7.07 4.55 3.18
4.55 3.18 1.32
3.18 1.32 1.0
1.32 1.0 1.0
1.0 1.0 4.06
1.0 4.06 1.15
4.06 1.15 2.84
1.15 2.84 1.46
2.84 1.46 1.02
1.46 1.02 4.01
1.02 4.01 1.26
4.01 1.26 1.4
1.26 1.4 5.43
1.4 5.43 1.14
5.43 1.14 7.5
1.14 7.5 1.26
1.38 2.36 2.77
2.36 2.77 2.15
2.77 2.15 1.5
2.15 1.5 5.0
1.5 5.0 1.25
5.0 1.25 1.27
1.25 1.27 1.0
1.27 1.0 1.08
1.0 1.08 1.41
1.08 1.41 4.58
1.41 4.58 1.43
4.58 1.43 1.39
1.43 1.39 1.01
1.39 1.01 1.15
1.01 1.15 2.77
1.15 2.77 1.27
2.77 1.27 1.06
1.27 1.06 4.02
1.06 4.02 1.14
4.02 1.14 1.27
1.14 1.27 1.7
1.27 1.7 1.0
1.7 1.0 1.74
1.0 1.74 2.24
1.74 2.24 1.57
2.24 1.57 12.39
1.57 12.39 1.65
12.39 1.65 3.19
1.65 3.19 5.18
3.19 5.18 1.77
5.18 1.77 1.15
1.77 1.15 1.9
1.15 1.9 1.0
1.9 1.0 1.11
1.0 1.11 1.11
1.11 1.11 1.51
1.11 1.51 1.21
1.51 1.21 3.51
1.21 3.51 1.04
3.51 1.04 1.24
1.04 1.24 2.71
1.24 2.71 1.65
2.71 1.65 2.55
1.65 2.55 5.47
2.55 5.47 2.85
5.47 2.85 1.0
2.85 1.0 1.08
1.0 1.08 1.0
1.08 1.0 6.78
1.0 6.78 1.64
6.78 1.64 2.76
1.64 2.76 2.89
2.76 2.89 3.0
2.89 3.0 1.28
3.0 1.28 1.82
1.28 1.82 1.53
1.82 1.53 1.2
1.53 1.2 3.95
1.2 3.95 2.98
3.95 2.98 1.74
2.98 1.74 1.16
1.74 1.16 6.07
1.16 6.07 1.38
6.07 1.38 2.03
1.38 2.03 3.2
2.03 3.2 1.27
3.2 1.27 1.05
1.27 1.05 1.14
1.05 1.14 5.47
1.14 5.47 3.31
5.47 3.31 1.45
3.31 1.45 1.89
1.45 1.89 33.72
1.89 33.72 1.0
33.72 1.0 4.59
1.0 4.59 7.46
4.59 7.46 1.23
7.46 1.23 3.7
1.23 3.7 2.83
3.7 2.83 9.56
2.83 9.56 2.4
9.56 2.4 9.68
2.4 9.68 1.06
9.68 1.06 11.29
1.06 11.29 1.07
11.29 1.07 3.65
1.07 3.65 1.06
3.65 1.06 2.43
1.06 2.43 1.72
2.43 1.72 1.09
1.72 1.09 1.59
1.09 1.59 18.84
1.59 18.84 1.28
18.84 1.28 1.19
1.28 1.19 1.03
1.19 1.03 3.32
1.03 3.32 1.59
3.32 1.59 1.0
1.59 1.0 7.98
1.0 7.98 2.93
7.98 2.93 1.34
2.93 1.34 1.26
1.34 1.26 1.06
1.26 1.06 1.65
1.06 1.65 2.51
1.65 2.51 3.29
2.51 3.29 2.38
3.29 2.38 40.79
2.38 40.79 1.85
40.79 1.85 4.47
1.85 4.47 4.98
4.47 4.98 2.2
1.0 16.33 1.29
16.33 1.29 1.0
1.29 1.0 1.88
1.0 1.88 1.99
1.88 1.99 6.14
1.99 6.14 2.06
6.14 2.06 1.0
2.06 1.0 1.0
1.0 1.0 1.22
1.0 1.22 1.07
1.22 1.07 5.94
1.07 5.94 1.04
5.94 1.04 1.15
1.04 1.15 1.33
1.15 1.33 1.54
1.33 1.54 1.8
1.54 1.8 1.59
1.8 1.59 1.26
1.59 1.26 1.97
1.26 1.97 1.35
1.97 1.35 10.12
1.35 10.12 1.2
10.12 1.2 1.38
1.2 1.38 11.48
1.38 11.48 11.46
11.48 11.46 1.79
11.46 1.79 1.12
1.79 1.12 6.33
1.12 6.33 1.68
6.33 1.68 5.1
1.68 5.1 28.08
5.1 28.08 152.97
28.08 152.97 12.11
152.97 12.11 1.74
12.11 1.74 1.78
1.74 1.78 1.02
1.78 1.02 10.82
1.02 10.82 1.25
10.82 1.25 4.64
1.25 4.64 1.07
4.64 1.07 5.88
1.07 5.88 27.02
5.88 27.02 9.73
27.02 9.73 23.7
9.73 23.7 3.58
23.7 3.58 1.62
3.58 1.62 2.22
1.62 2.22 1.9
2.22 1.9 6.86
1.9 6.86 2.17
6.86 2.17 22.81
2.17 22.81 1.59
22.81 1.59 13.17
1.59 13.17 1.32
13.17 1.32 1.08
1.32 1.08 2.16
1.08 2.16 45.07
2.16 45.07 1.01
45.07 1.01 1.2
1.01 1.2 6.72
1.2 6.72 2.02
6.72 2.02 1.44
2.02 1.44 1.14
1.44 1.14 3.34
1.14 3.34 1.02
3.34 1.02 3.78
1.02 3.78 2.74
3.78 2.74 14.03
2.74 14.03 1.17
14.03 1.17 5.87
1.17 5.87 5.31
5.87 5.31 1.67
5.31 1.67 1.22
1.67 1.22 3.02
1.22 3.02 9.52
3.02 9.52 1.1
9.52 1.1 4.17
1.1 4.17 1.99
4.17 1.99 1.0
1.99 1.0 14.59
1.0 14.59 10.04
14.59 10.04 1.92
10.04 1.92 2.35
1.92 2.35 4.54
2.35 4.54 2.13
4.54 2.13 2.71
2.13 2.71 5.01
2.71 5.01 1.28
5.01 1.28 4.29
1.28 4.29 9.48
4.29 9.48 1.39
9.48 1.39 1.7
1.39 1.7 1.17
1.7 1.17 1.16
1.17 1.16 6.91
1.16 6.91 1.89
6.91 1.89 1.82
1.89 1.82 10.34
1.82 10.34 14.44
10.34 14.44 1.01
14.44 1.01 2.55
1.01 2.55 1.0
2.55 1.0 1.62
1.0 1.62 1.79
1.62 1.79 6.98
1.79 6.98 8.65
6.98 8.65 3.64
8.65 3.64 1.19
3.64 1.19 82.63
1.19 82.63 1.8
82.63 1.8 2.41
1.8 2.41 1.3
2.41 1.3 12.6
1.3 12.6 1.66
12.6 1.66 5.27
1.66 5.27 20.75
5.27 20.75 1.0
20.75 1.0 7.64
1.0 7.64 1.04
7.64 1.04 2.12
1.04 2.12 2.3
2.12 2.3 58.74
2.3 58.74 1.28
58.74 1.28 5.91
1.28 5.91 3.02
5.91 3.02 1.58
3.02 1.58 2.32
1.58 2.32 24.71
2.32 24.71 9.4
24.71 9.4 4.06
9.4 4.06 1.65
4.06 1.65 5.89
1.65 5.89 1.0
5.89 1.0 2.58
1.0 2.58 3.51
2.58 3.51 1.99
3.51 1.99 1.97
1.99 1.97 3.29
1.97 3.29 4.32
3.29 4.32 1.0
4.32 1.0 3.69
1.0 3.69 2.92
3.69 2.92 1.14
2.92 1.14 1.4
1.14 1.4 12.36
1.4 12.36 2.02
12.36 2.02 1.35
2.02 1.35 2.63
1.35 2.63 32.0
2.63 32.0 3.51
32.0 3.51 1.34
3.51 1.34 1.46
1.34 1.46 1.2
1.46 1.2 2.26
1.2 2.26 1.11
2.26 1.11 2.76
1.11 2.76 3.03
2.76 3.03 1.36
3.03 1.36 2.8
1.36 2.8 1.09
2.8 1.09 1.65
1.09 1.65 3.14
1.65 3.14 1.32
3.14 1.32 6.95
1.32 6.95 1.78
6.95 1.78 4.14
1.78 4.14 4.66
4.14 4.66 10.87
4.66 10.87 2.35
10.87 2.35 1.11
2.35 1.11 4.74
1.11 4.74 1.55
4.74 1.55 1.38
1.55 1.38 1.27
1.38 1.27 3.08
1.27 3.08 4.11
3.08 4.11 1.02
4.11 1.02 1.92
1.02 1.92 17.21
1.92 17.21 2.02
17.21 2.02 1.65
2.02 1.65 2.02
1.65 2.02 1.28
2.02 1.28 122.43
1.28 122.43 7.18
122.43 7.18 1.0
7.18 1.0 16.26
1.0 16.26 1.38
16.26 1.38 5.96
1.38 5.96 3.56
5.96 3.56 1.37
3.56 1.37 1.35
1.37 1.35 1.18
1.35 1.18 3.44
1.18 3.44 1.24
3.44 1.24 1.19
1.24 1.19 2.32
1.19 2.32 1.88
2.32 1.88 1.02
1.88 1.02 2.21
1.02 2.21 2.1
2.21 2.1 1.19
2.1 1.19 1.93
1.19 1.93 4.06
1.93 4.06 6.5
4.06 6.5 1.08
6.5 1.08 1.0
1.08 1.0 1.39
1.0 1.39 1.34
1.39 1.34 1.0
1.34 1.0 3.09
1.0 3.09 2.17
3.09 2.17 2.07
